ad_name,status,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,campaign_id,ad_id,group_id
A_14755,deleted,39.28,189,7,4.62,37,1,17.87,15,24,259.72,0,482,324,135,0,30,C_0355,A_14755,G_4725
A_14756,deleted,182.06,1126,27,5.63,15,24,58.7,2,6,205.27,0,49,363,91,2,212,C_0356,A_14756,G_4726
A_14757,deleted,2252.94,9098,51,8.69,246,3,81.17,3,1,5.91,0,5345,685,465,42,249,C_0357,A_14757,G_4727
A_14758,deleted,985.95,6613,214,14.12,423,1,50.35,5,1,99.32,0,4485,1690,1029,71,350,C_0358,A_14758,G_4728
A_14759,deleted,37.51,86,0,1.64,0,21,87.44,10,1,65.32,0,1,2,2,1,7,C_0359,A_14759,G_4729
A_14760,active,407.92,2291,40,11.2,85,1,35.16,7,4,174.65,0,2995,994,868,34,64,C_0360,A_14760,G_4730
A_14761,deleted,907.91,4303,124,17.15,233,16,42.75,4,2,61.28,0,72,245,58,1,85,C_0361,A_14761,G_4731
A_14762,deleted,3.62,10,1,0.87,16,29,78.51,28,85,600.31,0,9,453,14,1,3,C_0362,A_14762,G_4732
A_14763,deleted,0.71,2,0,1.26,0,1,1.7,9,1,10.35,0,0,2,1,0,1,C_0363,A_14763,G_4733
A_14764,deleted,806.85,4760,269,19.36,169,1,45.19,3,1,133.15,0,1029,766,168,35,130,C_0364,A_14764,G_4734
A_14765,active,1.61,11,0,2.29,0,1,0.97,5,1,7.83,0,23,21,27,1,33,C_0365,A_14765,G_4735
A_14766,deleted,2.26,14,3,3.97,18,1,16.99,2,18,143.97,0,0,244,30,5,24,C_0366,A_14766,G_4736
A_14767,deleted,18.15,103,0,1.35,0,1,8.17,5,1,86.75,0,3,47,7,1,13,C_0367,A_14767,G_4737
A_14768,deleted,3.37,8,3,6.32,0,2,38.02,5,1,10.11,0,13,422,839,24,243,C_0368,A_14768,G_4738
A_14769,deleted,7833.63,52012,165,16.49,168,11,69.7,14,216,1075.18,0,5119,4254,2582,152,968,C_0369,A_14769,G_4739
A_14770,deleted,67.12,615,11,7.33,20,1,28.19,0,32,429.06,0,2306,1209,742,13,58,C_0370,A_14770,G_4740
A_14771,deleted,5585.71,33230,212,15.24,460,5,155.68,1,114,369.97,0,6073,1050,486,40,325,C_0371,A_14771,G_4741
A_14772,deleted,41.59,126,13,7.55,5,1,1.67,17,58,363.99,0,7,17,74,0,12,C_0372,A_14772,G_4742
A_14773,blocked,732.29,3092,3,6.74,0,1,27.57,3,2,135.89,0,119,249,30,8,105,C_0373,A_14773,G_4743
A_14774,deleted,335.92,1531,39,7.46,41,1,17.67,11,2,207.83,0,740,426,130,6,71,C_0374,A_14774,G_4744
A_14775,deleted,0.15,0,0,5.38,0,1,4.08,0,1,8.18,0,0,2,3,0,0,C_0375,A_14775,G_4745
A_14776,blocked,255.58,619,34,6.53,381,19,118.46,6,176,609.04,0,87,97,9,2,58,C_0376,A_14776,G_4746
A_14777,deleted,512.93,2050,25,8.89,37,1,6.98,3,1,64.91,0,19,3,1,0,0,C_0377,A_14777,G_4747
A_14778,deleted,1.69,10,0,1.91,0,1,20.44,0,31,317.47,0,0,1,8,0,3,C_0378,A_14778,G_4748
A_14779,blocked,1867.56,9046,53,10.58,133,1,1.6,3,1,2.46,0,694,335,24,0,0,C_0379,A_14779,G_4749
A_14780,blocked,110.17,302,6,5.68,4,109,180.15,1,1,9.94,0,8,31,167,5,21,C_0380,A_14780,G_4750
A_14781,blocked,5674.54,31797,296,11.85,270,33,35.33,23,1,24.44,0,2639,504,8,10,11,C_0381,A_14781,G_4751
A_14782,deleted,81.37,432,14,8.8,16,1,22.39,0,1,78.42,0,1,329,20,4,47,C_0382,A_14782,G_4752
A_14783,deleted,369.62,1690,10,15.28,0,1,5.04,0,1,11.46,0,4,46,7,0,2,C_0383,A_14783,G_4753
A_14784,blocked,84.11,334,22,7.97,19,3,102.07,2,12,343.88,0,50,168,191,17,145,C_0384,A_14784,G_4754
A_14785,deleted,80.73,695,1,1.6,0,1,13.25,2,1,52.01,0,0,9,2,0,45,C_0385,A_14785,G_4755
A_14786,deleted,5155.32,26238,126,13.37,283,77,123.11,5,1,13.38,0,2572,1481,1450,34,160,C_0386,A_14786,G_4756
A_14787,deleted,59.25,216,46,5.6,251,3,21.29,2,27,448.85,0,1,1,1,0,0,C_0387,A_14787,G_4757
A_14788,active,507.79,1982,99,10.72,57,22,47.04,16,1,53.15,0,5203,2667,2909,184,1288,C_0388,A_14788,G_4758
A_14789,deleted,117.45,1030,155,9.73,466,49,43.74,13,4,63.37,0,345,821,2129,53,943,C_0389,A_14789,G_4759
A_14790,deleted,819.5,2791,1,2.94,2,1,3.02,7,1,59.37,0,1225,267,23,2,34,C_0390,A_14790,G_4760
A_14791,deleted,506.8,2002,44,6.89,93,33,63.11,6,1,27.78,0,2038,2070,2059,103,242,C_0391,A_14791,G_4761
A_14792,deleted,3572.28,19765,32,3.73,4,33,36.47,7,11,285.88,0,105,628,267,26,258,C_0392,A_14792,G_4762
A_14793,deleted,10.09,33,11,3.58,11,21,35.87,4,1,2.57,0,117,97,14,1,1,C_0393,A_14793,G_4763
A_14794,blocked,4284.6,27097,22,3.96,49,21,29.25,12,1,66.05,0,2391,2635,2632,89,320,C_0394,A_14794,G_4764
A_14795,blocked,291.87,1071,3,5.8,33,1,17.01,1,1,26.04,0,0,1,1,0,0,C_0395,A_14795,G_4765
A_14796,blocked,110.65,375,12,9.38,41,2,110.43,0,1,102.81,0,404,1859,3428,86,882,C_0396,A_14796,G_4766
A_14797,deleted,146.9,559,5,7.96,157,1,12.59,3,1,179.06,0,9,139,104,6,18,C_0397,A_14797,G_4767
A_14798,deleted,1092.76,4742,124,13.85,88,2,36.12,7,15,207.92,0,2499,559,401,11,8,C_0398,A_14798,G_4768
A_14799,deleted,7.6,71,0,1.67,0,1,22.63,2,1,0.11,0,0,1,1,0,1,C_0399,A_14799,G_4769
A_14800,blocked,2125.78,9856,167,10.42,51,12,33.37,13,2,37.89,0,84,821,561,86,477,C_0400,A_14800,G_4770
A_14801,deleted,1.3,3,10,5.08,20,1,19.78,6,5,28.96,0,2,137,5,1,71,C_0401,A_14801,G_4771
A_14802,deleted,950.24,7572,55,5.87,47,1,22.82,8,1,0.03,0,1103,2948,1951,182,769,C_0402,A_14802,G_4772
A_14803,blocked,123.95,666,8,2.26,14,1,1.43,16,25,636.34,0,0,34,18,1,3,C_0403,A_14803,G_4773
A_14804,deleted,6.96,25,0,2.22,0,1,14.39,0,1,2.73,0,0,2,1,0,0,C_0404,A_14804,G_4774
A_14805,deleted,11482.07,66341,795,16.99,2200,305,169.99,38,31,205.4,0,8048,3003,2455,178,673,C_0405,A_14805,G_4775
A_14806,deleted,3165.34,18989,67,12.46,16,16,172.74,11,33,265.19,0,1226,541,333,5,75,C_0406,A_14806,G_4776
A_14807,deleted,4824.89,21798,7,11.06,56,1,19.68,3,8,197.49,0,691,1003,635,10,81,C_0407,A_14807,G_4777
A_14808,blocked,690.92,4270,70,8.61,163,167,164.94,11,132,348.9,0,0,80,5,1,1,C_0408,A_14808,G_4778
A_14809,deleted,0.88,7,0,3.73,0,1,22.75,1,1,66.52,0,2,2,3,0,2,C_0409,A_14809,G_4779
A_14810,deleted,253.8,920,3,6.92,3,1,45.12,2,22,244.61,0,44,106,92,6,10,C_0410,A_14810,G_4780
A_14811,deleted,384.55,1516,307,12.79,784,2,45.33,12,1,123.08,0,1568,763,304,9,87,C_0411,A_14811,G_4781
A_14812,deleted,27.46,114,0,1.79,0,1,1.36,5,2,82.23,0,0,3,3,0,0,C_0412,A_14812,G_4782
A_14813,deleted,4336.14,24260,581,10.8,1777,82,162.31,22,2,113.68,0,4540,436,29,2,49,C_0413,A_14813,G_4783
A_14814,deleted,2735.33,15382,109,17.0,660,56,299.61,1,8,109.6,0,1401,512,240,8,73,C_0414,A_14814,G_4784
A_14815,deleted,1125.69,5311,39,10.46,5,1,0.55,1,1,99.05,0,921,623,14,0,19,C_0415,A_14815,G_4785
A_14816,deleted,814.4,4180,169,13.78,103,1,88.39,1,20,331.99,0,10,21,1,0,4,C_0416,A_14816,G_4786
A_14817,deleted,0.09,0,0,2.05,0,1,4.16,0,8,209.02,0,0,1,1,0,0,C_0417,A_14817,G_4787
A_14818,blocked,988.29,6108,57,14.07,5,15,177.78,4,32,474.03,0,9,268,183,7,130,C_0418,A_14818,G_4788
A_14819,deleted,123.58,656,117,12.88,88,2,38.64,1,4,159.09,0,2860,2683,982,51,166,C_0419,A_14819,G_4789
A_14820,deleted,4258.8,21375,48,10.4,17,3,54.05,8,1,35.07,0,343,467,263,12,136,C_0420,A_14820,G_4790
A_14821,deleted,75.28,256,3,8.8,8,1,61.73,1,1,24.2,0,514,1180,1360,28,202,C_0421,A_14821,G_4791
A_14822,deleted,653.59,2948,187,6.71,921,349,155.17,36,146,382.01,0,3216,2285,4382,45,474,C_0422,A_14822,G_4792
A_14823,deleted,517.92,1607,17,4.49,2,17,42.74,4,12,180.66,0,78,169,4,0,37,C_0423,A_14823,G_4793
A_14824,blocked,2.67,17,1,4.24,0,1,8.43,1,72,457.5,0,0,2,1,0,0,C_0424,A_14824,G_4794
A_14825,deleted,15.65,96,95,8.93,73,19,110.72,4,86,213.03,0,0,998,1817,20,1473,C_0425,A_14825,G_4795
A_14826,blocked,4211.49,28273,590,19.8,1242,108,255.29,14,1,106.48,0,13217,5472,5103,156,1373,C_0426,A_14826,G_4796
A_14827,deleted,87.64,803,0,0.85,0,1,9.89,5,113,493.24,0,0,7,12,0,8,C_0427,A_14827,G_4797
A_14828,blocked,1382.76,6283,4,2.91,0,78,49.77,25,24,542.34,0,1,28,1,1,6,C_0428,A_14828,G_4798
A_14829,deleted,2634.65,11497,222,17.86,620,83,78.65,11,1,14.07,0,1398,989,353,18,478,C_0429,A_14829,G_4799
A_14830,deleted,385.1,2254,28,9.55,50,4,56.21,2,1,18.32,0,191,479,1828,30,273,C_0430,A_14830,G_4800
A_14831,deleted,18.98,106,4,2.56,1,3,21.49,18,39,321.18,0,599,757,109,8,7,C_0431,A_14831,G_4801
A_14832,deleted,3438.8,15923,166,21.3,474,1,12.94,3,2,322.06,0,954,522,473,9,42,C_0432,A_14832,G_4802
A_14833,deleted,1046.21,5700,156,10.94,389,50,35.5,8,78,242.31,0,2228,2607,1258,22,351,C_0433,A_14833,G_4803
A_14834,blocked,197.91,712,0,1.48,0,1,7.75,7,1,140.99,0,0,1,1,0,0,C_0434,A_14834,G_4804
A_14835,deleted,820.07,3669,0,3.68,3,2,40.32,1,23,428.06,0,116,289,193,0,2,C_0435,A_14835,G_4805
A_14836,deleted,0.05,0,0,3.82,0,1,11.8,1,3,291.2,0,0,1,1,0,0,C_0436,A_14836,G_4806
A_14837,deleted,93.61,490,2,8.04,2,1,64.38,0,24,290.08,0,32,33,4,0,1,C_0437,A_14837,G_4807
A_14838,deleted,44.29,56,1,4.17,2,3,17.01,5,2,180.15,0,7,94,15,1,4,C_0438,A_14838,G_4808
A_14839,deleted,0.03,0,3,4.12,1,1,1.62,2,153,712.16,0,0,11,3,0,4,C_0439,A_14839,G_4809
A_14840,deleted,146.29,509,92,26.37,75,1,28.75,0,10,434.58,0,769,280,82,2,5,C_0440,A_14840,G_4810
A_14841,deleted,154.36,1031,2,2.9,3,1,39.43,1,1,23.47,0,18,111,69,4,45,C_0441,A_14841,G_4811
A_14842,deleted,3.68,4,22,10.3,5,1,47.03,1,479,1736.39,0,1,3,1,0,24,C_0442,A_14842,G_4812
A_14843,deleted,0.52,1,0,2.03,0,1,3.18,0,2,36.34,0,0,1,1,0,0,C_0443,A_14843,G_4813
A_14844,blocked,1412.43,6507,35,15.2,134,22,47.71,12,1,8.19,0,1130,701,1374,20,366,C_0444,A_14844,G_4814
A_14845,deleted,80.75,273,2,4.33,1,1,21.76,1,1,17.37,0,18,198,632,7,56,C_0445,A_14845,G_4815
A_14846,blocked,1368.8,9822,251,19.26,431,1,42.56,1,19,257.93,0,1850,1135,1334,18,174,C_0446,A_14846,G_4816
A_14847,blocked,168.86,394,67,14.07,62,10,136.2,0,116,586.85,0,132,329,231,24,41,C_0447,A_14847,G_4817
A_14848,deleted,178.17,1138,0,1.01,0,5,22.9,11,145,865.3,0,0,3,2,0,2,C_0448,A_14848,G_4818
A_14849,blocked,0.02,0,1,3.86,0,4,84.59,4,1,10.66,0,4,109,30,6,24,C_0449,A_14849,G_4819
A_14850,blocked,11.31,61,16,3.81,8,2,45.38,8,1,66.01,0,124,182,17,0,40,C_0450,A_14850,G_4820
A_14851,deleted,737.32,5510,41,6.25,79,159,211.61,9,9,89.12,0,637,972,2768,98,743,C_0451,A_14851,G_4821
A_14852,deleted,0.01,0,0,0.39,0,1,9.0,1,1,0.06,0,0,1,1,0,0,C_0452,A_14852,G_4822
A_14853,deleted,0.02,0,19,5.39,135,1,12.21,7,1,47.89,0,2,95,7,1,18,C_0453,A_14853,G_4823
A_14854,deleted,2649.95,16484,511,16.73,1076,42,94.93,5,4,55.99,0,5693,2200,1312,58,193,C_0454,A_14854,G_4824
A_14855,deleted,96.65,417,21,10.3,19,1,24.8,0,1,89.86,0,15,35,2,0,2,C_0455,A_14855,G_4825
A_14856,deleted,154.21,475,0,8.07,0,1,17.53,1,1,0.8,0,25,11,2,0,0,C_0456,A_14856,G_4826
A_14857,deleted,11.54,56,106,14.82,276,1,22.4,1,103,420.35,0,0,10,1,0,0,C_0457,A_14857,G_4827
A_14858,blocked,5807.72,33572,345,13.78,530,69,43.75,20,46,513.62,0,1230,258,29,0,16,C_0458,A_14858,G_4828
A_14859,deleted,534.82,4268,214,8.65,329,3,55.51,1,235,660.44,0,69,1778,487,5,467,C_0459,A_14859,G_4829
A_14860,deleted,2604.73,14144,162,15.84,321,4,73.67,1,1,41.49,0,1862,1692,1386,19,312,C_0460,A_14860,G_4830
A_14861,deleted,6218.82,37064,210,16.48,1149,131,109.89,5,1,22.04,0,2536,2663,519,11,91,C_0461,A_14861,G_4831
A_14862,blocked,9.15,26,0,5.85,0,1,23.16,0,1,5.97,0,41,4,5,0,0,C_0462,A_14862,G_4832
A_14863,deleted,457.42,3480,285,6.98,467,120,70.77,22,171,237.68,0,2295,1784,345,18,182,C_0463,A_14863,G_4833
A_14864,active,454.46,2683,39,14.94,65,10,83.77,1,1,1.57,0,33,133,17,0,73,C_0464,A_14864,G_4834
A_14865,deleted,269.89,1962,3,2.35,0,11,40.59,6,1,42.33,0,442,440,60,0,3,C_0465,A_14865,G_4835
A_14866,deleted,574.01,1254,76,9.92,40,7,33.03,11,62,276.0,0,2500,4093,2479,50,458,C_0466,A_14866,G_4836
A_14867,deleted,37.48,170,142,11.21,276,74,59.29,33,1,10.46,0,802,1095,280,43,433,C_0467,A_14867,G_4837
A_14868,deleted,0.07,0,0,5.61,0,1,9.78,0,1,2.45,0,0,7,1,0,0,C_0468,A_14868,G_4838
A_14869,deleted,0.31,1,0,4.82,4,1,81.31,8,641,1238.17,0,0,58,3,0,0,C_0469,A_14869,G_4839
A_14870,deleted,5831.16,31600,309,18.59,772,16,71.16,8,148,877.75,0,5101,657,504,36,98,C_0470,A_14870,G_4840
A_14871,deleted,3663.35,21575,168,14.11,285,134,198.25,15,596,1379.48,0,6212,3570,1552,159,1323,C_0471,A_14871,G_4841
A_14872,deleted,330.17,1058,1,2.32,13,3,24.51,8,105,340.22,0,22,116,198,3,30,C_0472,A_14872,G_4842
A_14873,deleted,370.0,1431,197,12.55,297,201,216.29,7,1,0.04,0,1250,482,343,51,185,C_0473,A_14873,G_4843
A_14874,deleted,1874.92,14175,59,6.75,13,2,45.95,16,4,216.81,0,154,493,230,16,68,C_0474,A_14874,G_4844
A_14875,active,316.66,1999,184,9.57,179,77,107.32,23,1,23.66,0,88,2728,5859,278,1709,C_0475,A_14875,G_4845
A_14876,deleted,2345.13,10790,129,8.43,247,51,85.45,11,131,645.99,0,1319,2695,2045,136,763,C_0476,A_14876,G_4846
A_14877,blocked,2095.15,13625,166,6.57,104,113,96.58,27,1,119.97,0,1429,1915,1235,55,177,C_0477,A_14877,G_4847
A_14878,blocked,19.91,105,0,2.88,0,1,23.97,0,1,7.73,0,0,7,2,0,0,C_0478,A_14878,G_4848
A_14879,deleted,1328.91,6922,251,17.12,219,86,66.96,19,1,18.87,0,2099,2761,4054,112,664,C_0479,A_14879,G_4849
A_14880,deleted,503.95,1980,91,8.77,108,51,120.96,12,1,54.29,0,45,594,1790,63,1122,C_0480,A_14880,G_4850
A_14881,deleted,101.47,479,3,7.68,21,1,8.72,1,245,690.74,0,202,870,913,12,204,C_0481,A_14881,G_4851
A_14882,deleted,60.77,133,0,4.06,1,1,3.66,1,5,212.53,0,17,9,1,0,21,C_0482,A_14882,G_4852
A_14883,deleted,75.81,309,15,8.2,58,2,18.97,1,119,798.09,0,54,365,77,1,32,C_0483,A_14883,G_4853
A_14884,deleted,0.01,0,2,4.62,1,1,14.33,0,105,380.18,0,2,1,1,0,0,C_0484,A_14884,G_4854
A_14885,deleted,904.6,4361,63,8.97,27,23,78.26,6,460,1393.64,0,310,120,24,3,9,C_0485,A_14885,G_4855
A_14886,blocked,4476.24,24322,229,7.51,273,215,70.4,27,10,340.31,0,1494,1057,264,20,142,C_0486,A_14886,G_4856
A_14887,deleted,4670.51,30532,23,9.91,12,134,71.86,7,3,302.24,0,124,907,263,7,63,C_0487,A_14887,G_4857
A_14888,deleted,6343.02,31948,134,8.88,469,107,123.09,9,548,1240.63,0,996,3995,3721,68,1091,C_0488,A_14888,G_4858
A_14889,deleted,363.63,1759,165,15.64,398,1,27.79,10,1,0.29,0,787,416,455,10,34,C_0489,A_14889,G_4859
A_14890,deleted,285.58,1350,32,4.14,175,5,34.33,14,1,39.43,0,298,938,276,39,182,C_0490,A_14890,G_4860
A_14891,blocked,1.24,5,0,1.2,0,1,17.51,2,1,114.44,0,1,104,14,0,14,C_0491,A_14891,G_4861
A_14892,deleted,2659.18,15793,444,12.59,1391,82,32.52,10,229,1272.92,0,14969,7541,6754,249,1267,C_0492,A_14892,G_4862
A_14893,blocked,588.61,2678,149,11.88,287,64,161.57,5,1,59.47,0,345,130,11,0,52,C_0493,A_14893,G_4863
A_14894,deleted,595.57,2902,141,8.66,237,19,49.67,12,175,1078.32,0,2,5,1,0,0,C_0494,A_14894,G_4864
A_14895,blocked,300.84,2274,1,1.81,0,1,19.17,6,207,518.18,0,29,189,34,0,27,C_0495,A_14895,G_4865
A_14896,deleted,1.03,2,0,3.15,0,1,2.8,5,113,398.36,0,17,51,1,0,0,C_0496,A_14896,G_4866
A_14897,deleted,9.29,68,0,2.72,0,1,3.69,4,1,3.91,0,31,89,121,29,20,C_0497,A_14897,G_4867
A_14898,deleted,913.03,5014,72,15.22,44,1,70.64,3,1,0.19,0,96,340,13,0,1,C_0498,A_14898,G_4868
A_14899,blocked,50.93,405,84,12.04,9,2,16.45,3,9,208.68,0,1,46,72,3,59,C_0499,A_14899,G_4869
A_14900,deleted,230.6,1352,354,10.44,492,418,206.44,25,9,134.96,0,2159,2461,1853,105,752,C_0500,A_14900,G_4870
A_14901,deleted,2608.29,15079,390,10.26,846,890,423.08,39,139,677.67,0,5603,4141,4678,255,1581,C_0501,A_14901,G_4871
A_14902,deleted,0.39,3,1,2.54,6,23,76.13,2,1,103.14,0,9,2,1,0,3,C_0502,A_14902,G_4872
A_14903,deleted,178.26,568,26,10.41,118,14,209.23,1,1,85.78,0,22,208,65,3,68,C_0503,A_14903,G_4873
A_14904,blocked,346.66,1975,3,1.65,1,2,6.97,7,1,65.53,0,357,192,4,1,45,C_0504,A_14904,G_4874
A_14905,deleted,84.16,396,8,4.64,1,1,18.29,1,1,29.03,0,0,3,1,0,0,C_0505,A_14905,G_4875
A_14906,blocked,2511.52,14978,244,10.24,476,47,32.66,23,3,273.77,0,609,554,529,10,318,C_0506,A_14906,G_4876
A_14907,deleted,149.08,603,110,6.03,331,23,81.47,15,1,2.94,0,1908,934,665,33,301,C_0507,A_14907,G_4877
A_14908,deleted,160.64,1048,3,5.47,3,1,4.99,0,1,1.93,0,1160,1865,1217,75,402,C_0508,A_14908,G_4878
A_14909,active,738.75,3892,24,4.55,8,28,84.06,9,174,453.99,0,3,11,2,0,4,C_0509,A_14909,G_4879
A_14910,blocked,42.02,302,2,4.7,0,1,53.13,2,7,246.86,0,37,77,3,3,32,C_0510,A_14910,G_4880
A_14911,blocked,2.9,9,5,3.86,4,1,32.52,2,4,115.04,0,0,23,63,1,91,C_0511,A_14911,G_4881
A_14912,deleted,232.42,1111,133,10.98,686,15,128.73,5,19,192.11,0,3742,2435,1512,51,378,C_0512,A_14912,G_4882
A_14913,deleted,19.79,136,2,4.64,5,2,42.25,1,1,55.4,0,1,1,1,0,0,C_0513,A_14913,G_4883
A_14914,deleted,582.23,2655,66,2.48,50,218,143.39,32,31,157.16,0,2369,322,239,39,73,C_0514,A_14914,G_4884
A_14915,blocked,19.72,122,0,0.75,0,1,6.83,20,3,385.57,0,19,119,4,4,4,C_0515,A_14915,G_4885
A_14916,deleted,4.42,9,0,9.91,0,1,5.43,0,1,0.2,0,72,113,4,0,3,C_0516,A_14916,G_4886
A_14917,blocked,1.78,7,0,1.63,0,2,27.91,11,9,177.5,0,3,29,2,0,0,C_0517,A_14917,G_4887
A_14918,blocked,0.15,0,2,3.13,25,1,13.69,1,15,580.93,0,0,2,20,0,5,C_0518,A_14918,G_4888
A_14919,deleted,10.15,59,0,0.4,0,1,0.07,5,5,257.07,0,0,1,1,0,0,C_0519,A_14919,G_4889
A_14920,deleted,706.62,3790,91,15.1,42,53,126.96,9,1,27.62,0,1543,1707,1916,88,503,C_0520,A_14920,G_4890
A_14921,deleted,0.03,0,0,0.86,0,1,16.26,1,126,587.61,0,0,6,3,0,2,C_0521,A_14921,G_4891
A_14922,blocked,98.78,380,0,1.15,0,1,13.13,6,45,346.71,0,1,29,76,2,124,C_0522,A_14922,G_4892
A_14923,deleted,0.01,0,0,0.85,0,1,24.57,0,2,45.19,0,0,7,2,0,0,C_0523,A_14923,G_4893
A_14924,deleted,1767.02,8198,95,4.93,409,665,257.93,16,1,63.15,0,1694,4137,7664,351,1333,C_0524,A_14924,G_4894
A_14925,deleted,7843.73,45783,253,15.78,881,198,197.38,20,1,10.47,0,924,2033,1333,58,262,C_0525,A_14925,G_4895
A_14926,deleted,0.08,0,0,1.3,0,4,40.92,6,12,230.25,0,1,5,3,1,105,C_0526,A_14926,G_4896
A_14927,deleted,3429.29,23965,165,7.66,145,166,110.27,16,3,36.87,0,3556,2837,1505,52,887,C_0527,A_14927,G_4897
A_14928,deleted,63.25,409,4,6.92,3,1,29.49,0,12,250.13,0,6,42,12,1,16,C_0528,A_14928,G_4898
A_14929,deleted,50.75,306,41,9.87,273,89,166.91,6,5,199.25,0,76,438,214,1,97,C_0529,A_14929,G_4899
A_14930,deleted,1.58,3,0,3.39,3,1,2.99,1,186,820.08,0,0,13,1,0,0,C_0530,A_14930,G_4900
A_14931,deleted,1171.81,5944,11,10.78,6,1,18.98,0,24,922.43,0,228,198,1,0,0,C_0531,A_14931,G_4901
A_14932,blocked,41.97,141,12,1.44,24,11,21.83,26,1,14.13,0,314,326,292,14,4,C_0532,A_14932,G_4902
A_14933,deleted,106.77,653,9,3.52,0,1,15.18,11,1,13.05,0,143,689,280,8,21,C_0533,A_14933,G_4903
A_14934,deleted,112.95,783,22,2.69,161,9,57.6,5,4,315.67,0,11,484,1611,40,271,C_0534,A_14934,G_4904
A_14935,deleted,2462.35,13557,474,16.51,694,2,37.48,5,1,53.19,0,3655,3294,3606,160,632,C_0535,A_14935,G_4905
A_14936,deleted,148.27,1123,22,5.4,6,2,27.72,15,3,74.61,0,40,443,70,4,5,C_0536,A_14936,G_4906
A_14937,deleted,2681.96,14018,6,9.89,0,1,21.07,5,1,4.51,0,5,25,10,3,29,C_0537,A_14937,G_4907
A_14938,deleted,2383.54,13748,71,15.91,37,21,89.46,6,1,41.27,0,170,788,1135,84,332,C_0538,A_14938,G_4908
A_14939,deleted,5757.75,32653,508,17.67,1399,60,99.08,18,2,154.83,0,342,1719,2303,66,995,C_0539,A_14939,G_4909
A_14940,deleted,739.81,3279,184,10.86,802,5,24.85,18,1,6.59,0,469,320,4,2,30,C_0540,A_14940,G_4910
A_14941,deleted,746.97,4835,354,13.37,396,26,61.67,10,1,32.08,0,97,361,74,8,99,C_0541,A_14941,G_4911
A_14942,deleted,0.03,0,10,7.55,30,1,4.22,1,1,86.31,0,0,22,2,0,17,C_0542,A_14942,G_4912
A_14943,deleted,1.47,4,0,1.44,0,1,3.36,0,5,211.5,0,1,51,57,2,1,C_0543,A_14943,G_4913
A_14944,deleted,186.82,1494,0,0.56,0,2,42.98,8,6,250.45,0,4,19,8,0,6,C_0544,A_14944,G_4914
A_14945,deleted,0.0,0,0,0.63,0,1,8.36,0,56,240.84,0,0,1,1,0,0,C_0545,A_14945,G_4915
A_14946,deleted,5090.91,28169,286,9.78,738,283,215.77,40,2,37.61,0,6198,4267,5636,212,2127,C_0546,A_14946,G_4916
A_14947,deleted,0.15,0,0,4.33,0,1,37.9,0,1,0.21,0,99,130,3,0,2,C_0547,A_14947,G_4917
A_14948,deleted,1094.55,5895,347,20.89,827,66,121.7,7,1,213.42,0,3321,1707,2324,91,1473,C_0548,A_14948,G_4918
A_14949,blocked,0.01,0,0,0.97,0,1,2.65,0,1,8.51,0,0,12,3,0,0,C_0549,A_14949,G_4919
A_14950,blocked,46.85,85,0,2.04,0,1,9.46,10,5,116.29,0,0,1,1,0,0,C_0550,A_14950,G_4920
A_14951,deleted,261.74,1184,3,2.9,11,2,78.45,3,22,243.11,0,4,34,33,11,32,C_0551,A_14951,G_4921
A_14952,deleted,62.61,89,0,5.74,0,5,75.86,1,1,5.93,0,18,191,65,3,5,C_0552,A_14952,G_4922
A_14953,deleted,55.36,345,26,7.01,6,1,18.14,0,28,303.61,0,772,659,210,6,7,C_0553,A_14953,G_4923
A_14954,deleted,1.16,4,0,2.22,0,1,18.97,0,25,568.75,0,7,2,1,0,0,C_0554,A_14954,G_4924
A_14955,deleted,6.42,22,5,4.4,2,2,18.3,9,3,88.9,0,0,12,1,0,0,C_0555,A_14955,G_4925
A_14956,blocked,11.32,62,11,7.77,13,1,2.73,2,20,211.19,0,0,5,3,2,58,C_0556,A_14956,G_4926
A_14957,deleted,1283.45,6734,58,5.89,14,32,48.73,5,37,243.73,0,153,601,712,28,303,C_0557,A_14957,G_4927
A_14958,deleted,800.83,2967,4,9.01,0,22,223.96,6,12,128.69,0,531,302,178,0,0,C_0558,A_14958,G_4928
A_14959,deleted,37.4,184,33,12.12,69,1,5.25,4,1,0.01,0,1,1,1,0,0,C_0559,A_14959,G_4929
A_14960,deleted,3906.67,20177,156,12.04,429,4,139.1,6,11,144.65,0,203,147,295,5,75,C_0560,A_14960,G_4930
A_14961,deleted,2313.45,14341,126,7.62,222,35,75.51,38,38,398.0,0,3165,990,822,59,184,C_0561,A_14961,G_4931
A_14962,deleted,5.78,36,5,3.18,14,3,58.26,16,1,2.93,0,0,110,39,1,1,C_0562,A_14962,G_4932
A_14963,blocked,13.03,36,0,4.75,1,1,13.64,3,1,44.04,0,19,15,20,2,201,C_0563,A_14963,G_4933
A_14964,deleted,562.97,2590,178,16.37,399,32,59.68,1,80,513.59,0,1275,3307,3025,90,855,C_0564,A_14964,G_4934
A_14965,deleted,438.95,2222,0,4.78,0,1,11.03,1,5,80.87,0,279,147,899,62,526,C_0565,A_14965,G_4935
A_14966,blocked,0.0,0,0,0.87,0,1,11.75,1,1,7.65,0,8,4,3,0,5,C_0566,A_14966,G_4936
