campaign_name,status,budget_total,budget_daily,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,campaign_id,advertised_object,target_action,target_price,strategy
C_0683,deleted,-,Бюджет группы,534.25,8006,361,0.88,4586,1032,219.53,1,56,12255.99,0,1263,1000,111,798,128,C_0683,Музыка,Старт прослушиваний,100,Минимальная цена
C_0684,deleted,-,Бюджет группы,862.04,17156,616,8.99,818,140,175.41,1,17,11249.11,0,5635,1204,141,373,229,C_0684,"Пост, видео, клип, статья",Старт прослушиваний,Авто,-
C_0685,deleted,-,Бюджет группы,2493.93,119387,1561,3.99,1766,1326,145.85,80,101,14484.09,0,14962,2181,829,162,532,C_0685,Музыка,Старт прослушиваний,150,Минимальная цена
C_0686,deleted,Бюджет группы,Бюджет группы,23104.79,268553,6736,12.22,4887,1942,17.32,67,0,1958.48,0,112006,27715,15097,25779,8993,C_0686,Музыка,Старт прослушиваний,Цена группы,-
C_0687,blocked,Бюджет группы,Бюджет группы,23331.84,99960,1350,15.39,954,88,105.5,1,267,14332.89,0,29366,5771,2059,1895,1163,C_0687,Музыка,Старт прослушиваний,Цена группы,-
C_0688,deleted,Бюджет группы,Бюджет группы,54849.05,245905,10091,20.2,6732,2137,247.81,48,10,11608.27,0,295895,70626,27824,26213,9763,C_0688,Музыка,Старт прослушиваний,Цена группы,-
C_0689,deleted,Бюджет группы,Бюджет группы,145.9,15643,60,5.86,3,15,0.8,1,0,1.02,0,372,105,25,7,46,C_0689,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0690,deleted,Бюджет группы,Бюджет группы,59.48,20846,1798,7.04,4383,1351,222.6,8,11,4021.08,0,4940,1473,2262,7766,2824,C_0690,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0691,deleted,Бюджет группы,4775,15176.77,135030,2683,13.53,889,1112,39.97,18,0,329.79,0,90911,13897,6751,6887,2183,C_0691,Музыка,Старт прослушиваний,Цена группы,-
C_0692,blocked,Бюджет группы,Бюджет группы,127922.33,461241,16395,20.0,10183,2438,61.2,105,0,1359.92,0,275678,66896,20842,39429,11749,C_0692,Музыка,Старт прослушиваний,Авто,-
C_0693,deleted,-,-,4.01,3113,37,0.36,3,28,1.14,1,11,2828.74,0,33,12,3,0,0,C_0693,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0694,deleted,Бюджет группы,Бюджет группы,27637.42,159950,5762,16.95,8378,1254,118.98,6,2,686.85,0,108716,19965,11693,32665,7877,C_0694,Музыка,Старт прослушиваний,Цена группы,-
C_0695,deleted,Бюджет группы,Бюджет группы,28998.24,152033,6446,16.03,3225,628,42.67,13,0,18.22,0,116306,23695,7108,14976,5607,C_0695,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0696,deleted,Бюджет группы,Бюджет группы,25871.65,261286,9097,4.74,10925,2459,116.47,151,18,7458.58,0,17850,6440,3433,7164,3002,C_0696,"Пост, видео, клип, статья",Показы рекламы,Цена группы,Предельная цена
C_0697,deleted,Бюджет группы,Бюджет группы,3969.78,28279,634,8.53,329,269,50.64,3,2,990.7,0,56657,13909,4839,4605,1625,C_0697,"Пост, видео, клип, статья",Показы рекламы,Цена группы,Минимальная цена
C_0698,deleted,-,Бюджет группы,0.51,1710,12,0.27,20,63,16.2,1,0,1641.64,0,239,28,4,1,4,C_0698,"Пост, видео, клип, статья",Показы рекламы,70,Целевая цена
C_0699,deleted,-,Бюджет группы,448.18,15204,665,4.85,1132,709,124.9,3,0,808.88,0,6569,2990,1996,1184,1604,C_0699,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0700,deleted,Бюджет группы,500,26651.89,263320,11553,25.86,7403,2588,512.67,6,0,60.58,0,267298,52491,29608,50352,12497,C_0700,Музыка,Старт прослушиваний,Цена группы,-
C_0701,deleted,Бюджет группы,-,277.74,11619,808,1.8,1126,622,76.52,44,109,9400.35,0,139,98,43,192,222,C_0701,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0702,deleted,Бюджет группы,-,64444.0,203548,11681,17.7,11536,853,125.64,4,0,96.77,0,48953,13158,2658,8570,1506,C_0702,Музыка,Старт прослушиваний,Цена группы,-
C_0703,deleted,Бюджет группы,-,0.12,24,1,0.48,1,2,3.32,1,2,6380.79,0,1,1,1,0,0,C_0703,Музыка,Старт прослушиваний,120,Целевая цена
C_0704,deleted,Бюджет группы,Бюджет группы,112458.6,282659,9021,25.59,9705,1754,198.21,32,1,3940.32,0,175411,37153,15238,26832,7185,C_0704,Музыка,Старт прослушиваний,Цена группы,-
C_0705,deleted,Бюджет группы,Бюджет группы,7073.75,78431,2035,3.38,1083,328,57.88,12,9,1207.59,0,10788,2987,423,114,229,C_0705,Сообщество и профиль Вконтакте,Старт прослушиваний,97,-
C_0706,deleted,Бюджет группы,Бюджет группы,34.17,2633,396,1.77,1179,412,60.32,6,0,17.19,0,810,345,28,27,51,C_0706,Музыка,Старт прослушиваний,Цена группы,-
C_0707,deleted,-,Бюджет группы,8.69,1421,32,0.62,164,187,22.92,1,0,0.01,0,571,227,103,40,124,C_0707,Музыка,Старт прослушиваний,100,Предельная цена
C_0708,deleted,Бюджет группы,Бюджет группы,11200.68,90567,1931,16.61,1889,433,97.97,1,512,14075.43,0,5427,1549,638,1661,816,C_0708,Музыка,Старт прослушиваний,Цена группы,-
C_0709,deleted,-,Бюджет группы,0.02,60,3,2.62,1,1,0.81,1,1,2814.59,0,1,0,1,0,0,C_0709,Музыка,Показы рекламы,Цена группы,-
C_0710,blocked,Бюджет группы,Бюджет группы,215.1,5527,206,5.26,1178,223,145.96,3,0,1990.98,0,3923,846,554,1419,910,C_0710,Музыка,Старт прослушиваний,Цена группы,-
C_0711,deleted,Бюджет группы,159,310.52,27818,716,0.29,136,288,0.18,24,0,6.16,0,3143,1390,1119,170,275,C_0711,Музыка,Старт прослушиваний,100,Предельная цена
C_0712,deleted,-,336,814.03,55091,1797,0.25,1254,1922,3.79,39,0,17.62,0,3644,2221,1146,262,234,C_0712,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0713,deleted,Бюджет группы,Бюджет группы,1.59,17086,281,0.08,3951,1185,43.31,70,22,6534.31,0,259,89,36,10,83,C_0713,Музыка,Показы рекламы,Цена группы,Целевая цена
C_0714,deleted,Бюджет группы,150000,50041.82,260762,7546,30.22,3234,595,33.38,7,77,12726.66,0,103752,20630,9658,14498,6693,C_0714,Музыка,Старт прослушиваний,Цена группы,-
C_0715,deleted,Бюджет группы,Бюджет группы,983.8,25715,188,3.86,45,30,0.12,1,1,786.14,0,823,480,54,40,72,C_0715,Музыка,Показы рекламы,Авто,Минимальная цена
C_0716,blocked,Бюджет группы,Бюджет группы,47512.85,165009,4742,11.29,6166,1296,41.08,46,2,4064.52,0,67836,15669,4063,8177,1976,C_0716,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0717,deleted,Бюджет группы,-,6180.62,91002,3805,2.93,7757,1384,54.1,102,13,7752.05,0,37612,12218,5840,13119,4509,C_0717,Музыка,Показы рекламы,Цена группы,-
C_0718,deleted,-,Бюджет группы,1262.26,46759,786,1.0,1626,516,32.5,40,0,589.76,0,2099,934,184,134,95,C_0718,Музыка,Старт прослушиваний,Авто,-
C_0719,deleted,Бюджет группы,Бюджет группы,63330.93,219961,9094,7.73,14813,1856,313.55,53,141,11341.07,0,86505,31434,6473,21697,3783,C_0719,Музыка,Старт прослушиваний,Авто,Предельная цена
C_0720,deleted,-,5000,96034.35,270320,12688,19.53,12249,2982,240.11,16,1,3011.41,0,92002,27783,9222,19094,5538,C_0720,Музыка,Старт прослушиваний,Цена группы,-
C_0721,deleted,Бюджет группы,10000,1197.91,2397,27,14.47,106,7,48.8,1,21,7493.94,0,113,32,7,30,2,C_0721,Музыка,Старт прослушиваний,Цена группы,-
C_0722,blocked,Бюджет группы,Бюджет группы,53.17,1766,47,4.7,190,39,30.3,2,1,822.8,0,1201,326,72,142,103,C_0722,Музыка,Старт прослушиваний,Цена группы,-
C_0723,deleted,-,Бюджет группы,53395.53,201661,7250,18.08,7790,2663,224.76,70,72,12225.99,0,90950,24546,8358,14877,4027,C_0723,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0724,deleted,Бюджет группы,Бюджет группы,282.7,9639,63,3.21,1,27,0.31,1,0,0.24,0,2123,319,48,7,13,C_0724,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Минимальная цена
C_0725,deleted,Бюджет группы,Бюджет группы,24235.8,122895,2352,0.43,5534,2552,9.41,78,0,0.01,0,10554,7046,2345,1252,992,C_0725,Музыка,Старт прослушиваний,150,Предельная цена
C_0726,deleted,Бюджет группы,Бюджет группы,191.5,13217,383,5.09,154,103,58.79,1,0,29.07,0,2949,1108,565,177,226,C_0726,Музыка,Старт прослушиваний,Цена группы,-
C_0727,deleted,-,Бюджет группы,463.19,9017,191,3.1,1398,84,61.69,1,0,3331.08,0,671,516,97,122,69,C_0727,Музыка,Старт прослушиваний,Авто,-
C_0728,deleted,Бюджет группы,Бюджет группы,78177.6,333482,9878,34.79,6219,1031,183.9,2,19,6859.65,0,134409,35689,14449,13219,5690,C_0728,Музыка,Старт прослушиваний,Цена группы,-
C_0729,deleted,Бюджет группы,Бюджет группы,76723.96,366888,13366,15.83,10481,3187,31.62,138,0,1.27,0,320988,66333,27854,31953,11054,C_0729,Музыка,Старт прослушиваний,Цена группы,-
C_0730,deleted,Бюджет группы,Бюджет группы,4157.57,49272,2104,12.79,1111,1017,135.04,25,0,203.63,0,31356,6625,995,2181,546,C_0730,Музыка,Старт прослушиваний,Цена группы,-
C_0731,blocked,Бюджет группы,Бюджет группы,3427.04,66637,4283,17.62,1423,582,45.07,2,184,11767.79,0,81352,17072,3547,6176,1884,C_0731,Музыка,Старт прослушиваний,Цена группы,-
C_0732,active,Бюджет группы,Бюджет группы,1148.77,62340,738,0.6,1126,1063,10.7,73,0,0.09,0,33113,10873,4029,458,945,C_0732,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0733,deleted,Бюджет группы,Бюджет группы,117.08,4335,91,7.91,4,2,2.12,1,3,6075.75,0,1440,236,6,11,15,C_0733,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0734,deleted,Бюджет группы,25083,34342.64,246793,7750,9.55,6444,2257,83.13,29,0,1089.48,0,13386,2652,1022,963,671,C_0734,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0735,blocked,Бюджет группы,Бюджет группы,24884.43,98552,4819,27.07,1694,793,47.21,4,0,128.53,0,139510,27368,7297,14840,3269,C_0735,Музыка,Старт прослушиваний,Цена группы,-
C_0736,deleted,-,408,114.23,6973,228,0.8,229,347,60.81,1,0,4.44,0,466,457,163,30,154,C_0736,Музыка,Старт прослушиваний,Цена группы,Минимальная цена
C_0737,deleted,Бюджет группы,10000,3056.37,37729,491,1.85,831,205,8.75,30,0,947.62,0,4191,1078,282,165,137,C_0737,Музыка,Старт прослушиваний,Цена группы,-
C_0738,blocked,Бюджет группы,Бюджет группы,567.25,10730,727,3.19,525,300,26.41,4,1,694.1,0,16566,5127,1207,1860,643,C_0738,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0739,deleted,Бюджет группы,25000,67147.26,252466,5996,5.21,9027,1434,165.58,108,0,256.53,0,59073,23812,4382,5680,2742,C_0739,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0740,deleted,Бюджет группы,Бюджет группы,117.74,12168,486,0.31,643,400,12.16,7,19,5586.34,0,2662,770,184,46,74,C_0740,Музыка,Старт прослушиваний,Цена группы,-
C_0741,deleted,Бюджет группы,336,84293.34,415255,12641,44.64,3271,796,53.93,19,0,4.3,0,187058,48291,21527,19781,10786,C_0741,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0742,deleted,Бюджет группы,Бюджет группы,69.91,6295,71,4.06,24,10,1.82,1,0,845.48,0,36,11,8,8,12,C_0742,Музыка,Старт прослушиваний,Авто,Целевая цена
C_0743,deleted,Бюджет группы,-,4012.65,40126,2342,11.08,3030,298,94.71,2,7,7140.33,0,1647,728,423,793,616,C_0743,Музыка,Старт прослушиваний,17,-
C_0744,deleted,Бюджет группы,Бюджет группы,22.45,1238,26,1.97,713,102,136.76,1,1096,14617.26,0,279,47,12,321,87,C_0744,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0745,blocked,Бюджет группы,Бюджет группы,391.79,19227,689,11.89,834,119,70.75,1,0,0.39,0,2211,801,267,585,162,C_0745,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0746,deleted,Бюджет группы,Бюджет группы,1052.15,18893,157,1.13,271,247,10.74,16,23,3794.21,0,1229,560,231,75,37,C_0746,Музыка,Показы рекламы,Цена группы,-
C_0747,blocked,Бюджет группы,-,276.78,45920,352,2.36,76,7,0.01,1,0,158.28,0,100,51,19,9,60,C_0747,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0748,blocked,Бюджет группы,2000,62473.35,204527,8259,49.18,3545,252,200.75,1,0,0.01,0,24238,7493,1659,7193,2085,C_0748,Музыка,Старт прослушиваний,Цена группы,-
C_0749,deleted,Бюджет группы,Бюджет группы,5.76,2960,430,0.58,1170,881,7.01,27,0,2542.0,0,269,131,355,133,351,C_0749,Сообщество и профиль Вконтакте,Показы рекламы,Цена группы,-
C_0750,deleted,-,10000,18.96,2612,13,7.31,24,18,94.27,1,3,1581.66,0,21,5,3,2,1,C_0750,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0751,deleted,-,Бюджет группы,6122.63,62275,1610,3.91,4653,1224,78.6,7,153,12110.64,0,10944,3399,2176,5647,1909,C_0751,Музыка,Старт прослушиваний,12,Минимальная цена
C_0752,blocked,-,Бюджет группы,53.14,32678,859,3.4,62,71,1.68,17,0,207.17,0,3916,476,53,6,93,C_0752,Музыка,Продвижение поста,Цена группы,Предельная цена
C_0753,blocked,Бюджет группы,10000,0.01,3043,27,0.26,137,468,12.16,2,0,410.46,0,736,162,289,67,404,C_0753,"Пост, видео, клип, статья",Показы рекламы,Цена группы,Минимальная цена
C_0754,deleted,Бюджет группы,Бюджет группы,1.81,787,45,0.43,1423,51,46.58,2,0,0.06,0,165,95,45,43,10,C_0754,"Пост, видео, клип, статья",Показы рекламы,Цена группы,-
C_0755,deleted,Бюджет группы,Бюджет группы,2.66,1531,5,0.04,22,289,1.21,5,2,3291.61,0,475,180,43,2,4,C_0755,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,Целевая цена
C_0756,deleted,Бюджет группы,Бюджет группы,50541.39,251573,8461,12.95,9344,1872,414.09,2,13,3491.65,0,216332,45855,17671,27774,6547,C_0756,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0757,deleted,-,10000,0.06,111,4,0.01,355,213,17.15,1,0,296.4,0,0,0,1,0,0,C_0757,Музыка,Старт прослушиваний,12,Минимальная цена
C_0758,deleted,Бюджет группы,Бюджет группы,0.0,8,2,0.01,54,15,0.42,1,0,7.44,0,0,0,1,0,0,C_0758,Музыка,Старт прослушиваний,Авто,Предельная цена
C_0759,deleted,Бюджет группы,-,0.05,190,3,0.04,58,16,0.31,1,38,11856.0,0,13,16,3,2,4,C_0759,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0760,deleted,Бюджет группы,5000,102133.0,355282,16875,15.9,15880,4467,155.65,204,0,392.65,0,324742,74964,23527,40347,6650,C_0760,Музыка,Старт прослушиваний,Цена группы,-
C_0761,deleted,Бюджет группы,Бюджет группы,20482.9,114839,3314,9.79,4088,962,69.23,22,0,909.49,0,40116,8150,3139,3178,960,C_0761,Музыка,Старт прослушиваний,Цена группы,-
C_0762,deleted,Бюджет группы,Бюджет группы,18393.58,91949,1877,28.07,177,112,34.09,1,3,6872.84,0,53489,10247,1943,4179,630,C_0762,Сообщество и профиль Вконтакте,Показы рекламы,Цена группы,-
C_0763,deleted,-,Бюджет группы,2035.6,67608,759,7.48,12,102,0.5,2,1,1515.5,0,2831,631,147,29,53,C_0763,"Пост, видео, клип, статья",Показы рекламы,97,Минимальная цена
C_0764,blocked,Бюджет группы,Бюджет группы,40.21,12439,724,0.9,323,471,20.0,26,0,0.01,0,25558,7612,1356,563,492,C_0764,Музыка,Старт прослушиваний,Цена группы,-
C_0765,deleted,Бюджет группы,-,2822.09,64025,624,1.0,5466,2040,129.28,27,0,17.04,0,328,414,289,624,467,C_0765,Музыка,Старт прослушиваний,70,Минимальная цена
C_0766,deleted,-,Бюджет группы,100248.01,338865,11469,29.76,12034,2608,282.49,56,0,110.64,0,123123,41636,17863,37773,12269,C_0766,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0767,deleted,Бюджет группы,Бюджет группы,1555.25,14507,17,3.59,94,4,2.37,1,17,4496.09,0,553,152,81,40,40,C_0767,Музыка,Старт прослушиваний,Цена группы,-
C_0768,deleted,Бюджет группы,Бюджет группы,12.73,3317,173,2.16,6,358,0.65,4,0,740.51,0,1954,414,274,5,117,C_0768,Музыка,Старт прослушиваний,Цена группы,-
C_0769,deleted,Бюджет группы,-,4885.36,106797,4688,5.87,3965,727,55.12,2,6,10197.59,0,61002,14918,6695,6733,3295,C_0769,Музыка,Старт прослушиваний,Цена группы,-
C_0770,deleted,-,Бюджет группы,0.0,17,3,0.09,13,21,2.68,1,0,686.65,0,5,1,1,0,1,C_0770,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0771,deleted,-,Бюджет группы,73736.84,263860,12756,16.43,10990,2309,192.21,107,1,717.66,0,242275,56509,16802,29349,9397,C_0771,Музыка,Старт прослушиваний,100,Минимальная цена
C_0772,deleted,-,Бюджет группы,9982.34,173650,3448,4.04,1001,1948,0.19,84,432,14357.44,0,51214,8396,4543,3938,1982,C_0772,Музыка,Старт прослушиваний,Цена группы,-
C_0773,deleted,Бюджет группы,-,48371.09,294420,10987,14.55,11062,3542,376.64,88,131,9716.8,0,95676,23913,11213,24893,8088,C_0773,Музыка,Старт прослушиваний,Цена группы,-
C_0774,deleted,Бюджет группы,Бюджет группы,15102.61,118170,5900,8.23,7878,1355,162.22,28,2,4006.5,0,15001,6210,1890,3968,1195,C_0774,Музыка,Старт прослушиваний,Цена группы,-
C_0775,deleted,Бюджет группы,10000,197.73,13656,1574,0.24,6733,1757,86.81,71,0,45.0,0,1202,900,549,696,779,C_0775,Музыка,Старт прослушиваний,Цена группы,-
C_0776,blocked,Бюджет группы,Бюджет группы,47.88,18593,233,0.57,194,50,3.07,51,0,2468.0,0,1171,374,267,38,116,C_0776,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0777,deleted,-,Бюджет группы,37.64,15803,440,0.4,1856,679,22.35,75,0,851.75,0,95,78,41,46,126,C_0777,Музыка,Старт прослушиваний,20,-
C_0778,deleted,-,10000,4958.59,87930,4461,5.54,1479,187,2.82,26,12,6223.1,0,66872,18255,4930,11759,3943,C_0778,"Пост, видео, клип, статья",Старт прослушиваний,Авто,-
C_0779,deleted,Бюджет группы,Бюджет группы,46.5,3091,174,2.11,1076,291,119.69,1,0,203.3,0,112,52,14,17,13,C_0779,Музыка,Показы рекламы,Цена группы,-
C_0780,blocked,Бюджет группы,Бюджет группы,31864.93,178544,3909,6.4,4703,645,83.94,20,0,232.49,0,163140,33665,12152,16498,4072,C_0780,Музыка,Старт прослушиваний,Цена группы,-
C_0781,deleted,Бюджет группы,Бюджет группы,67268.82,183213,5559,22.94,3401,991,79.37,16,0,893.01,0,348967,78674,21404,35690,4718,C_0781,Музыка,Старт прослушиваний,Цена группы,-
C_0782,active,Бюджет группы,9166,55321.07,469031,12363,11.6,8626,2444,71.0,159,0,413.38,0,222765,46808,15489,20255,9436,C_0782,Музыка,Показы рекламы,Цена группы,-
C_0783,blocked,Бюджет группы,10000,0.02,511,35,0.01,1059,563,7.53,14,0,487.35,0,110,51,10,6,22,C_0783,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0784,deleted,Бюджет группы,Бюджет группы,7829.95,67868,1520,2.15,2784,1423,52.45,33,0,3228.1,0,39748,8399,4271,4217,3290,C_0784,Музыка,Старт прослушиваний,Цена группы,-
C_0785,blocked,Бюджет группы,39166,8299.02,80698,1370,9.29,96,172,4.42,4,291,13651.12,6,8884,2538,717,993,303,C_0785,"Пост, видео, клип, статья",Показы рекламы,Цена группы,-
C_0786,deleted,Бюджет группы,Бюджет группы,0.0,11,1,0.18,1,3,1.26,1,60,13688.35,0,2,1,2,0,1,C_0786,Сообщество и профиль Вконтакте,Показы рекламы,Цена группы,-
C_0787,deleted,Бюджет группы,5000,117826.37,424354,12240,17.46,8123,2493,50.87,66,0,212.8,0,343396,81401,27369,44698,12543,C_0787,Музыка,Старт прослушиваний,Цена группы,-
C_0788,deleted,Бюджет группы,Бюджет группы,0.22,835,3,0.25,3,7,0.05,1,2,1123.6,0,316,48,4,0,0,C_0788,Музыка,Старт прослушиваний,Цена группы,-
C_0789,deleted,Бюджет группы,10000,15128.26,108908,4169,18.75,7193,1350,209.7,41,59,8134.18,0,23512,6962,3612,15809,6240,C_0789,Музыка,Старт прослушиваний,150,-
C_0790,deleted,Бюджет группы,Бюджет группы,18248.99,214662,8883,11.41,6140,1399,317.47,30,5,4219.75,0,107844,25812,10523,9146,5143,C_0790,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,-
C_0791,deleted,Бюджет группы,Бюджет группы,49824.32,145628,6274,35.99,2728,182,95.46,1,2,6405.32,0,114340,27851,11782,31079,3998,C_0791,Музыка,Старт прослушиваний,Цена группы,-
C_0792,deleted,Бюджет группы,Бюджет группы,6646.88,155222,4949,5.97,3693,2242,113.41,6,0,550.98,0,7463,1415,1136,2103,1276,C_0792,Музыка,Старт прослушиваний,Цена группы,-
C_0793,deleted,-,Бюджет группы,0.01,11,1,1.03,2,4,2.22,1,2,5182.14,0,2,1,1,0,0,C_0793,Музыка,Продвижение поста,Цена группы,Целевая цена
C_0794,deleted,-,10000,0.19,587,15,0.02,297,82,46.75,1,93,10550.67,0,45,13,7,0,4,C_0794,Музыка,Старт прослушиваний,70,Минимальная цена
C_0795,deleted,Бюджет группы,Бюджет группы,71919.61,250918,7695,34.28,5741,1105,317.29,6,9,9005.5,0,121089,29523,8412,16569,5292,C_0795,Музыка,Старт прослушиваний,Цена группы,-
C_0796,deleted,3000,-,0.05,808,43,1.68,4,11,0.96,1,30,10752.43,0,20,2,4,5,15,C_0796,"Пост, видео, клип, статья",Показы рекламы,70,Минимальная цена
C_0797,deleted,Бюджет группы,1000,0.0,173,24,0.01,201,293,22.99,1,0,381.78,0,41,21,51,4,20,C_0797,"Пост, видео, клип, статья",Старт прослушиваний,Цена группы,Предельная цена
C_0798,deleted,Бюджет группы,Бюджет группы,62356.77,231910,6309,10.85,5883,1274,41.8,22,0,8.58,0,159294,40546,17219,16208,3332,C_0798,Музыка,Старт прослушиваний,100,-
C_0799,active,Бюджет группы,Бюджет группы,1690.25,77151,1334,10.28,734,112,0.42,30,17,1060.83,0,33528,6970,2967,2869,1727,C_0799,Сообщество и профиль Вконтакте,Старт прослушиваний,Цена группы,-
C_0800,deleted,Бюджет группы,Бюджет группы,17947.12,193609,6658,8.86,5217,1171,58.24,98,0,947.31,0,138922,28420,9649,11505,3107,C_0800,Музыка,Старт прослушиваний,Цена группы,-
C_0801,deleted,Бюджет группы,1000,13809.53,115907,5177,16.98,4232,1313,24.51,51,0,6.59,0,79669,14040,4588,10474,4448,C_0801,Музыка,Старт прослушиваний,Цена группы,-
C_0802,blocked,Бюджет группы,Бюджет группы,79.28,16151,349,1.59,159,440,18.17,64,0,625.93,0,26951,3670,1894,414,371,C_0802,"Пост, видео, клип, статья",Продвижение поста,Цена группы,-
C_0803,deleted,Бюджет группы,Бюджет группы,87127.73,221420,5774,23.76,7636,1598,180.76,52,5,12785.23,0,87567,18200,2547,5517,1087,C_0803,Музыка,Старт прослушиваний,10,Целевая цена
C_0804,deleted,Бюджет группы,Бюджет группы,6178.9,120258,882,8.35,131,417,14.33,2,0,232.57,0,22967,2967,1706,618,993,C_0804,"Пост, видео, клип, статья",Старт прослушиваний,Авто,Минимальная цена
C_0805,deleted,-,Бюджет группы,45552.1,202885,6121,24.25,4177,746,61.48,1,51,13806.73,0,89068,14513,8605,17834,3836,C_0805,Музыка,Старт прослушиваний,Цена группы,Целевая цена
C_0806,deleted,10000,Бюджет группы,564.19,73514,1506,9.26,33,11,0.01,1,1,57.34,1,6234,1302,703,165,467,C_0806,Сообщество и профиль Вконтакте,Продвижение публикации,Цена группы,-
C_0807,blocked,Бюджет группы,Бюджет группы,5.85,16546,525,0.06,1712,1783,3.6,31,60,7617.17,0,4168,1976,2478,894,1958,C_0807,Музыка,Старт прослушиваний,Цена группы,-
C_0808,blocked,Бюджет группы,Бюджет группы,37027.47,375660,12229,39.77,8543,2018,119.9,61,0,187.68,0,177149,22313,10360,24655,6202,C_0808,Музыка,Старт прослушиваний,Цена группы,-
C_0809,deleted,-,-,327.9,36852,904,0.9,964,407,18.68,7,395,13339.51,0,13292,4363,1881,265,1350,C_0809,Музыка,Старт прослушиваний,Цена группы,Предельная цена
C_0810,deleted,Бюджет группы,5000,89201.46,336412,13799,34.41,6971,1520,80.56,114,0,0.07,0,355738,80224,30646,29813,10838,C_0810,Музыка,Старт прослушиваний,Цена группы,-
C_0811,deleted,Бюджет группы,Бюджет группы,0.55,91,4,1.45,4,2,8.95,1,0,0.05,0,36,16,3,2,0,C_0811,Музыка,Показы рекламы,100,Целевая цена
C_0812,deleted,Бюджет группы,Бюджет группы,1227.86,58872,1114,5.12,950,448,79.18,2,2,4432.11,0,29556,5878,1357,272,912,C_0812,Музыка,Старт прослушиваний,Цена группы,-
C_0813,deleted,-,Бюджет группы,0.01,5,1,0.05,1,1,0.88,1,0,5.43,0,0,0,1,0,0,C_0813,Музыка,Старт прослушиваний,Авто,Минимальная цена
C_0814,deleted,-,3500,281.57,34507,2440,1.89,1623,1696,78.18,24,390,12231.43,0,27682,8038,4687,4046,3338,C_0814,Музыка,Старт прослушиваний,12,-
C_0815,blocked,Бюджет группы,Бюджет группы,17713.07,77707,2297,24.5,1256,389,36.32,69,0,97.24,0,155848,29780,8619,14108,3150,C_0815,Музыка,Старт прослушиваний,Цена группы,-
C_0816,deleted,Бюджет группы,Бюджет группы,6946.81,102759,1382,2.16,783,296,0.36,45,0,2873.24,0,15548,4239,751,127,120,C_0816,Сообщество и профиль Вконтакте,Показы рекламы,Цена группы,-
C_0817,deleted,10000,Бюджет группы,31.18,7421,162,1.01,135,410,2.57,2,0,1510.51,0,5064,1486,292,117,143,C_0817,Музыка,Старт прослушиваний,Цена группы,-
C_0818,deleted,Бюджет группы,Бюджет группы,2365.93,50446,1591,1.72,6116,1571,165.41,7,1170,14588.94,0,2097,924,832,157,601,C_0818,Музыка,Старт прослушиваний,Цена группы,-
C_0819,blocked,Бюджет группы,Бюджет группы,0.0,21,1,0.04,3,20,8.56,1,35,13464.6,0,14,1,2,0,4,C_0819,Музыка,Старт прослушиваний,Цена группы,-
C_0820,deleted,-,Бюджет группы,36.25,8537,66,11.67,1,9,0.14,5,0,3.71,0,111,10,32,18,96,C_0820,"Пост, видео, клип, статья",Продвижение поста,12,Минимальная цена
C_0821,blocked,Бюджет группы,Бюджет группы,9.89,8710,339,0.27,2387,895,173.87,5,80,10538.23,0,6377,1526,440,650,264,C_0821,"Пост, видео, клип, статья",Продвижение публикации,Цена группы,-
C_0822,deleted,Бюджет группы,2000,65872.36,336412,8936,34.1,6608,1135,217.58,11,656,13746.44,0,137538,29531,11089,13829,5341,C_0822,Музыка,Старт прослушиваний,Цена группы,-
